#### Simulations (1)
# rain_hyb #1
0.0,0.0
233.0,0.0
234.0,0.013322002000000001
263.0,0.013322002000000001
264.0,0.0
334.0,0.0
335.0,0.034800868
357.0,0.034800868
358.0619706551943,0.0
1886.0,0.0
1887.0,0.02545509
1941.0,0.02545509
1942.0,0.0
2128.0,0.0
2129.0,0.023093848
2154.0,0.023093848
2155.0,0.0
2380.0,0.0
2381.0,0.009522856
2611.0,0.009522856
2612.0,0.0
4319.000002,0.0
# urbanCatchment_gua[0] #1
0.0,0.0
234.0,0.0
235.0,2.0
236.0,3.0
237.0,4.0
238.0,5.0
239.0,6.0
240.0,7.0
241.0,7.0
242.0,8.0
243.0,8.0
244.0,9.0
247.0,9.0
248.0,10.0
263.0,10.0
264.0,7.0
265.0,5.0
266.0,3.0
267.0,2.0
268.0,1.0
269.0,0.0
335.0,0.0
336.0,6.0
337.0,10.0
338.0,13.0
339.0,16.0
340.0,18.0
341.0,20.0
342.0,21.0
343.0,22.0
344.0,23.0
345.06886572129474,24.0
346.0,24.0
347.0619706551943,25.0
348.0,25.0
349.0619706551943,26.0
352.0,26.0
353.0619706551943,27.0
357.0,27.0
358.0,21.0
359.0,16.0
360.0,12.0
361.0,9.0
362.0,7.0
363.0,5.0
364.0,3.0
365.0,2.0
366.0,1.0
367.0,0.0
1887.0,0.0
1888.0,4.0
1889.0,7.0
1890.0,9.0
1891.0,11.0
1892.0,13.0
1893.0,14.0
1894.0,15.0
1895.0,16.0
1896.0,16.0
1897.0,17.0
1898.0,17.0
1899.0,18.0
1901.0,18.0
1902.0,19.0
1907.0,19.0
1908.0,20.0
1941.0,20.0
1942.0,15.0
1943.0,11.0
1944.0,8.0
1945.0,6.0
1946.0,4.0
1947.0,3.0
1948.0,2.0
1949.0,1.0
1950.0,0.0
2129.0,0.0
2130.0,4.0
2131.0,7.0
2132.0,9.0
2133.0,11.0
2134.0,12.0
2135.0,13.0
2136.0,14.0
2137.0,14.0
2138.0,15.0
2139.0,15.0
2140.0,16.0
2142.0,16.0
2143.0,17.0
2147.0,17.0
2148.0,18.0
2154.0,18.0
2155.0,14.0
2156.0,10.0
2157.0,7.0
2158.0,5.0
2159.0,3.0
2160.0,2.0
2161.0,1.0
2162.0,0.0
2381.0,0.0
2382.0,1.0
2383.0,2.0
2384.0,3.0
2385.0,4.0
2386.0,4.0
2387.0,5.0
2388.0,5.0
2389.0,6.0
2392.0,6.0
2393.0,7.0
2611.0,7.0
2612.0,5.0
2613.0,3.0
2614.0,2.0
2615.0,1.0
2616.0,0.0
4319.000002,0.0
# urbanCatchment_gua[1] #1
0.0,0.0
233.0,0.0
234.0,3.0
235.0,5.0
236.0,7.0
237.0,8.0
238.0,9.0
239.0,10.0
240.0,11.0
264.0,11.0
265.0,9.0
266.0,8.0
267.0,7.0
268.0,6.0
269.0,5.0
270.0,4.0
271.0,4.0
272.0,3.0
273.0,3.0
274.0,2.0
276.0,2.0
277.0,1.0
304.0,1.0
305.0,0.0
334.0,0.0
335.0,7.0
336.0,12.0
337.0,16.0
338.0,19.0
339.0,21.0
340.0,23.0
341.0,25.0
342.0,26.0
343.0,27.0
344.06886572129474,28.0
358.0,28.0
359.0,22.0
360.0,18.0
361.0,15.0
362.0,12.0
363.0,10.0
364.0,8.0
365.0,7.0
366.0,6.0
367.0,5.0
368.0,4.0
369.0,4.0
370.0,3.0
371.0,3.0
372.0,2.0
374.0,2.0
375.0,1.0
402.0,1.0
403.0,0.0
1886.0,0.0
1887.0,5.0
1888.0,9.0
1889.0,12.0
1890.0,14.0
1891.0,16.0
1892.0,17.0
1893.0,18.0
1894.0,19.0
1895.0,20.0
1896.0,21.0
1942.0,21.0
1943.0,17.0
1944.0,14.0
1945.0,11.0
1946.0,9.0
1947.0,8.0
1948.0,7.0
1949.0,6.0
1950.0,5.0
1951.0,4.0
1952.0,4.0
1953.0,3.0
1954.0,3.0
1955.0,2.0
1957.0,2.0
1958.0,1.0
1985.0,1.0
1986.0,0.0
2128.0,0.0
2129.0,5.0
2130.0,8.0
2131.0,11.0
2132.0,13.0
2133.0,15.0
2134.0,16.0
2135.0,17.0
2136.0,18.0
2137.0,19.0
2155.0,19.0
2156.0,15.0
2157.0,12.0
2158.0,10.0
2159.0,8.0
2160.0,7.0
2161.0,6.0
2162.0,5.0
2163.0,4.0
2164.0,4.0
2165.0,3.0
2166.0,3.0
2167.0,2.0
2169.0,2.0
2170.0,1.0
2197.0,1.0
2198.0,0.0
2380.0,0.0
2381.0,2.0
2382.0,4.0
2383.0,5.0
2384.0,6.0
2385.0,7.0
2386.0,8.0
